@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,20-25,27-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute isMaxEigNegative {true,false}
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isElectromagneticsProblem {0,1}

@data
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871659,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
2232,25,3,0.016129,36,11.236108,126.250112,38.482408,false,false,true,false,pattern,symmetric,0
67458,29,29,0.000137,9.248925,21.948271,481.726582,22537.170365,false,false,true,false,real,symmetric,0
7479,1,1,0.001179,8.81682,28.450792,809.447585,5079.401707,false,false,false,false,real,symmetric,0
49702,199,199,0.000135,6.696048,23.220896,539.21002,?,false,false,true,false,real,general,0
1589,396,611,0.002172,3.451227,3.47041,12.043747,6.112532,true,false,true,false,real,symmetric,0
326186,48493,108380,0.000015,4.952389,7.669934,58.827882,48.846221,false,false,true,false,pattern,symmetric,0
24115,1,3019,0.0002,4.812606,2.976479,8.859425,2462724.641066,true,false,false,false,integer,symmetric,0
35588,2,2,0.000933,33.197033,15.177129,230.34525,56.215066,false,false,true,false,pattern,symmetric,0
445,1,1,0.019235,8.559551,1.258907,1.584847,9.307503,false,false,false,false,pattern,symmetric,0
1104,559,559,0.003106,3.429348,2.530411,6.402982,66.496564,false,true,true,false,real,general,0
62,2,2,0.117066,7.258065,3.203152,10.26018,9.217945,false,false,true,false,real,general,1
23052,1,1,0.002151,49.589623,12.221592,149.367309,214970517.59515,false,false,false,false,real,symmetric,0
3909,2,2,0.00597,23.336659,14.198971,201.610787,2.780733,false,false,true,false,real,general,0
6774,1291,1311,0.000735,4.981399,5.67972,32.259214,256,false,false,true,false,real,general,0
1824,1,1,0.011785,21.495614,7.043317,49.608319,20153068.475219,false,false,false,false,real,symmetric,0
70656,1,1,0.000366,25.837579,3.023958,9.144322,7.468684,false,false,false,false,real,symmetric,0
37164,1,1,0.001597,59.335486,24.623815,606.332243,74.016546,false,false,false,false,pattern,symmetric,0
259156,1,1,0.000066,17.090255,4.392319,19.292466,2.990899,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1813,6,470,0.003419,6.199117,30.785621,947.75448,20.376209,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
3491,76,3,0.013165,45.959324,12.956133,167.861382,50.033509,false,false,true,false,pattern,symmetric,0
68924,1,1,0.000139,9.561053,22.646032,512.842768,46788.039259,false,false,false,false,real,symmetric,0
16830,1,1,0.01012,170.312062,52.858656,2794.037498,177.490177,false,false,false,false,pattern,symmetric,0
116835,19,19,0.000056,6.559644,361.499649,130681.996483,?,false,false,true,false,real,general,0
99340,1,399,0.000095,9.468703,405.134923,164134.305637,2000000.897807,false,false,false,false,real,general,0
8204,1,1,0.00111,9.102389,14.833326,220.02755,26938.951112,false,false,false,false,real,symmetric,0
81920,1,1,0.000049,4,0,0,34052017759.638876,false,true,false,false,real,symmetric,0
10879,6563,772,0.000338,3.676257,4.918828,24.194868,?,false,false,true,false,pattern,general,0
61,1,1,0.149691,9.131148,3.90502,15.24918,7.154837,false,false,false,false,pattern,symmetric,0
44609,1,1,0.001012,45.163554,15.485217,239.791937,62.896283,false,false,false,false,pattern,symmetric,0
25503,1,1,0.001754,44.738933,13.404047,179.668489,91268007.37502,false,false,false,false,real,symmetric,0
1159,2,2,0.008224,9.531493,2.715433,7.373576,114.708888,false,false,true,false,real,symmetric,0
3312,1675,1675,0.001896,6.27808,6.745019,45.495285,594.528315,false,false,true,false,real,general,0
782,2,2,0.012287,9.608696,3.827634,14.650782,11.021141,false,false,true,false,real,general,1
13694,1914,1934,0.000388,5.311377,6.110931,37.343481,697190.164341,false,false,true,false,real,general,0
2146,1,1,0.015688,33.667288,4.967983,24.680859,43696555.885218,false,false,false,false,real,symmetric,0
123440,1,1,0.000202,24.995188,3.888321,15.11904,8.33298,false,false,false,false,real,symmetric,0
43164,1,1,0.00138,59.581318,24.869149,618.474563,75.962531,false,false,false,false,pattern,symmetric,0
17281,1,1,0.001854,32.032984,15.542663,241.574375,10.790106,false,false,false,false,real,general,0
1813,7,473,0.003417,6.195256,30.785978,947.776423,2.758579,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
700,10,3,0.045255,31.678571,12.415015,154.132587,29.878938,false,false,true,false,pattern,symmetric,0
76638,18,18,0.000146,11.215324,29.236643,854.781277,8541.072914,false,false,true,false,real,symmetric,0
90449,1,1,0.000541,48.952725,5.247949,27.540972,6743.950283,false,false,false,false,real,symmetric,0
116835,19,19,0.000056,6.559644,361.499649,130681.996483,?,false,false,true,false,real,general,0
86916,1355,3672,0.00008,6.952678,101.873164,10378.141476,4504706.719258,false,false,true,false,real,general,0
99190,249,249,0.000059,5.836173,6.163581,37.989735,2000000.897807,false,false,true,false,real,general,0
4772,4711,314,0.000394,1.878667,8.900422,79.217512,3.282673,false,false,true,false,pattern,general,0
325729,231666,16181,0.000009,2.854671,5.575208,31.082948,30,false,false,true,false,pattern,general,0
8127,1,1,0.001176,9.55937,16.500282,272.259304,562.306492,false,false,false,false,real,symmetric,0
81920,1,1,0.000049,4,0,0,94525299247.568352,false,true,false,false,real,symmetric,0
8846,5613,545,0.000407,3.599254,4.814294,23.177428,4.356914,false,false,true,false,pattern,general,0
105,1,1,0.08,8.4,5.474767,29.973077,5.243816,false,false,false,false,pattern,symmetric,0
291086,1,41207,0.000017,4.871605,2.963056,8.779701,5639705.434152,true,false,false,false,integer,symmetric,0
8738,1,1,0.007752,67.739071,16.107837,259.462411,71.132083,false,false,false,false,pattern,symmetric,0
62,1,1,0.056712,3.516129,1.020156,1.040719,4.233435,false,false,false,false,pattern,symmetric,0
8032,1,1,0.00551,44.255478,20.449463,418.18052,1566364209.208528,false,false,false,false,real,symmetric,0
398,2,2,0.018371,7.311558,2.496025,6.230143,0.000046,true,true,true,false,real,symmetric,1
1733,2,2,0.007388,12.803808,4.227323,17.870263,81195170291.663488,false,false,true,false,real,symmetric,0
13694,1914,1934,0.000388,5.311377,6.110931,37.343481,256,false,false,true,false,real,general,0
2910,1,1,0.020583,59.895533,30.025509,901.531194,101186432.424628,false,false,false,false,real,symmetric,0
153746,6,6,0.000384,59.061075,15.40955,237.454216,72.907454,false,false,true,false,pattern,symmetric,0
16860,1,1,0.008509,143.464057,61.134991,3737.487112,159.675181,false,false,false,false,pattern,symmetric,0
3432,59,59,0.002141,7.348485,43.33693,1878.08954,811.035493,true,false,true,false,real,general,0
1813,6,470,0.00342,6.201324,30.785697,947.759115,1.639906,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
5976,95,3,0.006302,37.6583,10.976127,120.475355,41.747696,false,false,true,false,pattern,symmetric,0
84064,7,7,0.0001,8.416754,22.10483,488.623502,17155.278423,false,false,true,false,real,symmetric,0
90449,1,1,0.000451,40.754713,3.190901,10.181851,11897.648338,false,false,false,false,real,symmetric,0
321821,1,399,0.000019,6.002803,390.911578,152811.861778,2000000.452449,false,false,false,false,real,general,0
6927,1394,42,0.000353,2.446081,8.422633,70.940747,9.644537,false,false,true,false,pattern,symmetric,0
2114,417,649,0.001002,2.119205,3.049207,9.297662,6.635832,false,false,true,false,pattern,symmetric,0
9271,1,1,0.001356,12.57545,29.277689,857.183061,13689.302432,false,false,false,false,real,symmetric,0
5489,1,1,0.00871,47.806704,7.728821,59.734678,935876.864646,false,false,false,false,real,symmetric,0
8717,5492,506,0.000415,3.616497,4.93539,24.358071,4.739548,false,false,true,false,pattern,general,0
4941,1,1968,0.00054,2.669095,1.791454,3.209306,5.220805,false,false,false,false,pattern,symmetric,0
25016,16,3146,0.000198,4.961864,3.391231,11.500444,4125026.405651,true,false,true,false,integer,symmetric,0
48,48,26,0.010417,0.5,0.505291,0.255319,400,false,false,true,true,integer,symmetric,0
634,1,1,0.017982,11.400631,3.843757,14.77447,13.118241,false,false,false,false,pattern,symmetric,0
62,2,2,0.08897,5.516129,1.888203,3.565309,0.000233,true,true,true,false,real,symmetric,1
588,1,1,0.070196,41.27551,10.873547,118.234016,5.130049,false,false,false,false,real,symmetric,0
19716,342,342,0.000586,11.55772,4.498639,20.237754,35079232.853279,false,false,true,false,real,general,0
20614,2754,2774,0.000263,5.428495,6.29628,39.643143,774394.260516,false,false,true,false,real,general,0
4704,1,1,0.004734,22.269558,6.456716,41.689177,139498512.270372,false,false,false,false,real,symmetric,0
53570,2,2,0.000409,21.909539,4.297592,18.469294,26.896526,false,false,true,false,pattern,symmetric,0
22209,1,1,0.006542,145.286641,61.538326,3786.965564,164.15458,false,false,false,false,pattern,symmetric,0
18510,851,851,0.000424,7.841653,99.952154,9990.433026,1100.001811,true,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.429989,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174299,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
11341,1,49,0.000756,8.570056,24.149997,583.222363,201.37681,false,false,false,false,real,general,0
55476,1,1,0.000247,13.698753,4.188375,17.542489,5.555415,false,false,false,false,real,symmetric,0
34920,1,1,0.003195,111.583505,53.158079,2825.781337,1213979982211.07072,false,false,false,false,real,symmetric,0
116835,19,19,0.000055,6.417597,352.943004,124568.764173,11293.673601,false,false,true,false,real,general,0
39899,1384,4466,0.000123,4.898093,24.7389,612.013175,998382.85102,false,false,true,false,real,general,0
321671,249,249,0.000013,4.091401,3.830562,14.673205,2000000.452449,false,false,true,false,real,general,0
472,42,230,0.011796,5.567797,6.693126,44.797942,7.109326,false,false,true,false,pattern,symmetric,0
9941,1,1,0.000825,8.198471,44.157685,1949.901149,1586.124243,false,false,false,false,real,symmetric,0
5489,1,1,0.008741,47.977956,7.693618,59.191752,93662.672013,false,false,false,false,real,symmetric,0
9914,4391,797,0.000375,3.717369,10.591467,112.179166,35.617818,false,false,true,false,pattern,general,0
6301,4234,292,0.000523,3.297413,4.700501,22.094706,5.119289,false,false,true,false,pattern,general,0
